"DAYSAHEAD","TARGETDATE","FORECASTDEMAND","CARDINALPOINT","CP_TYPE","CP_ST_TIME","CP_END_TIME","F_Point","FORECAST_TIMESTAMP"
1,"2018-06-26T00:00:00Z",31480,"4A","T",2030,2100,"","2018-06-25T08:39:47Z"
1,"2018-06-26T00:00:00Z",31140,"4B","P",2130,2230,"","2018-06-25T08:39:47Z"
1,"2018-06-26T00:00:00Z",24900,"4C","F",2400,2400,"","2018-06-25T08:39:47Z"
1,"2018-06-27T00:00:00Z",23800,"1F","F",30,30,"","2018-06-26T08:28:34Z"
1,"2018-06-27T00:00:00Z",21770,"1A","F",200,200,"","2018-06-26T08:28:34Z"
1,"2018-06-27T00:00:00Z",20740,"04","F",400,400,"","2018-06-26T08:28:34Z"
1,"2018-06-27T00:00:00Z",20490,"1B","T",430,730,"Om","2018-06-26T08:28:34Z"
1,"2018-06-27T00:00:00Z",30490,"2F","P",800,900,"DM","2018-06-26T08:28:34Z"
1,"2018-06-27T00:00:00Z",29610,"2A","P",930,1030,"","2018-06-26T08:28:34Z"
1,"2018-06-27T00:00:00Z",28350,"2B","P",1100,1300,"","2018-06-26T08:28:34Z"
1,"2018-06-27T00:00:00Z",27590,"3B","T",1330,1630,"Dm","2018-06-26T08:28:34Z"
1,"2018-06-27T00:00:00Z",32640,"3C","P",1700,2000,"EM","2018-06-26T08:28:34Z"
1,"2018-06-27T00:00:00Z",31400,"4A","T",2030,2100,"","2018-06-26T08:28:34Z"
1,"2018-06-27T00:00:00Z",31010,"4B","P",2130,2230,"","2018-06-26T08:28:34Z"
1,"2018-06-27T00:00:00Z",24930,"4C","F",2400,2400,"","2018-06-26T08:28:34Z"
1,"2018-06-28T00:00:00Z",23830,"1F","F",30,30,"","2018-06-27T08:05:44Z"
1,"2018-06-28T00:00:00Z",21820,"1A","F",200,200,"","2018-06-27T08:05:44Z"
1,"2018-06-28T00:00:00Z",20830,"04","F",400,400,"","2018-06-27T08:05:44Z"
1,"2018-06-28T00:00:00Z",20510,"1B","T",430,730,"Om","2018-06-27T08:05:44Z"
1,"2018-06-28T00:00:00Z",30130,"2F","P",800,900,"DM","2018-06-27T08:05:44Z"
1,"2018-06-28T00:00:00Z",29610,"2A","P",930,1030,"","2018-06-27T08:05:44Z"
1,"2018-06-28T00:00:00Z",28360,"2B","P",1100,1300,"","2018-06-27T08:05:44Z"
1,"2018-06-28T00:00:00Z",27780,"3B","T",1330,1630,"Dm","2018-06-27T08:05:44Z"
1,"2018-06-28T00:00:00Z",33060,"3C","P",1700,2000,"EM","2018-06-27T08:05:44Z"
1,"2018-06-28T00:00:00Z",31400,"4A","T",2030,2100,"","2018-06-27T08:05:44Z"
1,"2018-06-28T00:00:00Z",31120,"4B","P",2130,2230,"","2018-06-27T08:05:44Z"
1,"2018-06-28T00:00:00Z",25220,"4C","F",2400,2400,"","2018-06-27T08:05:44Z"
1,"2018-06-29T00:00:00Z",23860,"1F","F",30,30,"","2018-06-28T08:37:43Z"
1,"2018-06-29T00:00:00Z",21880,"1A","F",200,200,"","2018-06-28T08:37:43Z"
1,"2018-06-29T00:00:00Z",20730,"04","F",400,400,"","2018-06-28T08:37:43Z"
1,"2018-06-29T00:00:00Z",20150,"1B","T",430,730,"Om","2018-06-28T08:37:43Z"
1,"2018-06-29T00:00:00Z",29720,"2F","P",800,900,"DM","2018-06-28T08:37:43Z"
1,"2018-06-29T00:00:00Z",29110,"2A","P",930,1030,"","2018-06-28T08:37:43Z"
1,"2018-06-29T00:00:00Z",27680,"2B","P",1100,1300,"","2018-06-28T08:37:43Z"
1,"2018-06-29T00:00:00Z",26800,"3B","T",1330,1630,"Dm","2018-06-28T08:37:43Z"
1,"2018-06-29T00:00:00Z",30980,"3C","P",1700,2000,"EM","2018-06-28T08:37:43Z"
1,"2018-06-29T00:00:00Z",29310,"4A","T",2030,2100,"","2018-06-28T08:37:43Z"
1,"2018-06-29T00:00:00Z",29090,"4B","P",2130,2230,"","2018-06-28T08:37:43Z"
1,"2018-06-29T00:00:00Z",24580,"4C","F",2400,2400,"","2018-06-28T08:37:43Z"
1,"2018-06-30T00:00:00Z",22940,"1F","F",30,30,"","2018-06-29T08:40:34Z"
1,"2018-06-30T00:00:00Z",20760,"1A","F",200,200,"","2018-06-29T08:40:34Z"
1,"2018-06-30T00:00:00Z",19620,"04","F",400,400,"","2018-06-29T08:40:34Z"
1,"2018-06-30T00:00:00Z",18450,"1B","T",430,730,"Om","2018-06-29T08:40:34Z"
1,"2018-06-30T00:00:00Z",24150,"2F","P",800,900,"","2018-06-29T08:40:34Z"
1,"2018-06-30T00:00:00Z",24330,"2A","P",930,1030,"DM","2018-06-29T08:40:34Z"
1,"2018-06-30T00:00:00Z",23250,"2B","P",1100,1300,"","2018-06-29T08:40:34Z"
1,"2018-06-30T00:00:00Z",21330,"3B","T",1330,1630,"Dm","2018-06-29T08:40:34Z"
1,"2018-06-30T00:00:00Z",26370,"3C","P",1700,2000,"EM","2018-06-29T08:40:34Z"
1,"2018-06-30T00:00:00Z",26160,"4A","T",2030,2100,"","2018-06-29T08:40:34Z"
1,"2018-06-30T00:00:00Z",26070,"4B","P",2130,2230,"","2018-06-29T08:40:34Z"
1,"2018-06-30T00:00:00Z",23050,"4C","F",2400,2400,"","2018-06-29T08:40:34Z"
1,"2018-07-01T00:00:00Z",22000,"1F","F",30,30,"","2018-06-30T08:38:19Z"
1,"2018-07-01T00:00:00Z",20000,"1A","F",200,200,"","2018-06-30T08:38:19Z"
1,"2018-07-01T00:00:00Z",18650,"04","F",400,400,"","2018-06-30T08:38:19Z"
1,"2018-07-01T00:00:00Z",17470,"1B","T",430,730,"Om","2018-06-30T08:38:19Z"
1,"2018-07-01T00:00:00Z",20230,"2F","P",800,900,"","2018-06-30T08:38:19Z"
1,"2018-07-01T00:00:00Z",22110,"2A","P",930,1030,"","2018-06-30T08:38:19Z"
1,"2018-07-01T00:00:00Z",22890,"2B","P",1100,1300,"DM","2018-06-30T08:38:19Z"
1,"2018-07-01T00:00:00Z",22020,"3B","T",1330,1630,"Dm","2018-06-30T08:38:19Z"
1,"2018-07-01T00:00:00Z",28230,"3C","P",1700,2000,"EM","2018-06-30T08:38:19Z"
1,"2018-07-01T00:00:00Z",27090,"4A","T",2030,2100,"","2018-06-30T08:38:19Z"
1,"2018-07-01T00:00:00Z",27100,"4B","P",2130,2230,"","2018-06-30T08:38:19Z"
1,"2018-07-01T00:00:00Z",22210,"4C","F",2400,2400,"","2018-06-30T08:38:19Z"
1,"2018-07-02T00:00:00Z",21310,"1F","F",30,30,"","2018-07-01T08:38:02Z"
1,"2018-07-02T00:00:00Z",20080,"1A","F",200,200,"","2018-07-01T08:38:02Z"
1,"2018-07-02T00:00:00Z",19480,"04","F",400,400,"","2018-07-01T08:38:02Z"
1,"2018-07-02T00:00:00Z",19050,"1B","T",430,730,"Om","2018-07-01T08:38:02Z"
1,"2018-07-02T00:00:00Z",30040,"2F","P",800,900,"DM","2018-07-01T08:38:02Z"
1,"2018-07-02T00:00:00Z",29600,"2A","P",930,1030,"","2018-07-01T08:38:02Z"
1,"2018-07-02T00:00:00Z",28830,"2B","P",1100,1300,"","2018-07-01T08:38:02Z"
1,"2018-07-02T00:00:00Z",27800,"3B","T",1330,1630,"Dm","2018-07-01T08:38:02Z"
1,"2018-07-02T00:00:00Z",31920,"3C","P",1700,2000,"EM","2018-07-01T08:38:02Z"
1,"2018-07-02T00:00:00Z",30450,"4A","T",2030,2100,"","2018-07-01T08:38:02Z"
1,"2018-07-02T00:00:00Z",30250,"4B","P",2130,2230,"","2018-07-01T08:38:02Z"
1,"2018-07-02T00:00:00Z",24350,"4C","F",2400,2400,"","2018-07-01T08:38:02Z"
1,"2018-07-03T00:00:00Z",23030,"1F","F",30,30,"","2018-07-02T08:22:50Z"
1,"2018-07-03T00:00:00Z",21610,"1A","F",200,200,"","2018-07-02T08:22:50Z"
1,"2018-07-03T00:00:00Z",20900,"04","F",400,400,"","2018-07-02T08:22:50Z"
1,"2018-07-03T00:00:00Z",20630,"1B","T",430,730,"Om","2018-07-02T08:22:50Z"
1,"2018-07-03T00:00:00Z",30310,"2F","P",800,900,"DM","2018-07-02T08:22:50Z"
1,"2018-07-03T00:00:00Z",29690,"2A","P",930,1030,"","2018-07-02T08:22:50Z"
1,"2018-07-03T00:00:00Z",28700,"2B","P",1100,1300,"","2018-07-02T08:22:50Z"
1,"2018-07-03T00:00:00Z",28050,"3B","T",1330,1630,"Dm","2018-07-02T08:22:50Z"
1,"2018-07-03T00:00:00Z",32040,"3C","P",1700,2000,"EM","2018-07-02T08:22:50Z"
1,"2018-07-03T00:00:00Z",31120,"4A","T",2030,2100,"","2018-07-02T08:22:50Z"
1,"2018-07-03T00:00:00Z",31000,"4B","P",2130,2230,"","2018-07-02T08:22:50Z"
1,"2018-07-03T00:00:00Z",24880,"4C","F",2400,2400,"","2018-07-02T08:22:50Z"
1,"2018-07-04T00:00:00Z",23400,"1F","F",30,30,"","2018-07-03T08:45:16Z"
1,"2018-07-04T00:00:00Z",21980,"1A","F",200,200,"","2018-07-03T08:45:16Z"
1,"2018-07-04T00:00:00Z",21220,"04","F",400,400,"","2018-07-03T08:45:16Z"
1,"2018-07-04T00:00:00Z",21020,"1B","T",430,730,"Om","2018-07-03T08:45:16Z"
1,"2018-07-04T00:00:00Z",31990,"2F","P",800,900,"","2018-07-03T08:45:16Z"
1,"2018-07-04T00:00:00Z",32070,"2A","P",930,1030,"DM","2018-07-03T08:45:16Z"
1,"2018-07-04T00:00:00Z",31400,"2B","P",1100,1300,"","2018-07-03T08:45:16Z"
1,"2018-07-04T00:00:00Z",30280,"3B","T",1330,1630,"Dm","2018-07-03T08:45:16Z"
1,"2018-07-04T00:00:00Z",33590,"3C","P",1700,2000,"EM","2018-07-03T08:45:16Z"
1,"2018-07-04T00:00:00Z",31820,"4A","T",2030,2100,"","2018-07-03T08:45:16Z"
1,"2018-07-04T00:00:00Z",31630,"4B","P",2130,2230,"","2018-07-03T08:45:16Z"
1,"2018-07-04T00:00:00Z",25490,"4C","F",2400,2400,"","2018-07-03T08:45:16Z"
1,"2018-07-05T00:00:00Z",23900,"1F","F",30,30,"","2018-07-04T08:48:32Z"
1,"2018-07-05T00:00:00Z",22030,"1A","F",200,200,"","2018-07-04T08:48:32Z"
1,"2018-07-05T00:00:00Z",20980,"04","F",400,400,"","2018-07-04T08:48:32Z"
1,"2018-07-05T00:00:00Z",20690,"1B","T",430,730,"Om","2018-07-04T08:48:32Z"
1,"2018-07-05T00:00:00Z",31040,"2F","P",800,900,"DM","2018-07-04T08:48:32Z"
1,"2018-07-05T00:00:00Z",30700,"2A","P",930,1030,"","2018-07-04T08:48:32Z"
1,"2018-07-05T00:00:00Z",29540,"2B","P",1100,1300,"","2018-07-04T08:48:32Z"
1,"2018-07-05T00:00:00Z",28090,"3B","T",1330,1630,"Dm","2018-07-04T08:48:32Z"
1,"2018-07-05T00:00:00Z",31980,"3C","P",1700,2000,"EM","2018-07-04T08:48:32Z"
1,"2018-07-05T00:00:00Z",30900,"4A","T",2030,2100,"","2018-07-04T08:48:32Z"
1,"2018-07-05T00:00:00Z",30770,"4B","P",2130,2230,"","2018-07-04T08:48:32Z"
1,"2018-07-05T00:00:00Z",25090,"4C","F",2400,2400,"","2018-07-04T08:48:32Z"
1,"2018-07-06T00:00:00Z",24100,"1F","F",30,30,"","2018-07-05T08:39:45Z"
1,"2018-07-06T00:00:00Z",22350,"1A","F",200,200,"","2018-07-05T08:39:45Z"
1,"2018-07-06T00:00:00Z",21270,"04","F",400,400,"","2018-07-05T08:39:45Z"
1,"2018-07-06T00:00:00Z",20770,"1B","T",430,730,"Om","2018-07-05T08:39:45Z"
1,"2018-07-06T00:00:00Z",30620,"2F","P",800,900,"DM","2018-07-05T08:39:45Z"
1,"2018-07-06T00:00:00Z",30190,"2A","P",930,1030,"","2018-07-05T08:39:45Z"
1,"2018-07-06T00:00:00Z",28730,"2B","P",1100,1300,"","2018-07-05T08:39:45Z"
1,"2018-07-06T00:00:00Z",26920,"3B","T",1330,1630,"Dm","2018-07-05T08:39:45Z"
1,"2018-07-06T00:00:00Z",31120,"3C","P",1700,2000,"EM","2018-07-05T08:39:45Z"
1,"2018-07-06T00:00:00Z",29460,"4A","T",2030,2100,"","2018-07-05T08:39:45Z"
1,"2018-07-06T00:00:00Z",29220,"4B","P",2130,2230,"","2018-07-05T08:39:45Z"
1,"2018-07-06T00:00:00Z",25230,"4C","F",2400,2400,"","2018-07-05T08:39:45Z"
1,"2018-07-07T00:00:00Z",24240,"1F","F",30,30,"","2018-07-06T08:33:34Z"
1,"2018-07-07T00:00:00Z",22120,"1A","F",200,200,"","2018-07-06T08:33:34Z"
1,"2018-07-07T00:00:00Z",20600,"04","F",400,400,"","2018-07-06T08:33:34Z"
1,"2018-07-07T00:00:00Z",19730,"1B","T",430,730,"Om","2018-07-06T08:33:34Z"
1,"2018-07-07T00:00:00Z",25110,"2F","P",800,900,"","2018-07-06T08:33:34Z"
1,"2018-07-07T00:00:00Z",25690,"2A","P",930,1030,"DM","2018-07-06T08:33:34Z"
1,"2018-07-07T00:00:00Z",24620,"2B","P",1100,1300,"","2018-07-06T08:33:34Z"
1,"2018-07-07T00:00:00Z",22700,"3B","T",1330,1630,"Dm","2018-07-06T08:33:34Z"
1,"2018-07-07T00:00:00Z",27710,"3C","P",1700,2000,"EM","2018-07-06T08:33:34Z"
1,"2018-07-07T00:00:00Z",27280,"4A","T",2030,2100,"","2018-07-06T08:33:34Z"
1,"2018-07-07T00:00:00Z",27170,"4B","P",2130,2230,"","2018-07-06T08:33:34Z"
1,"2018-07-07T00:00:00Z",24630,"4C","F",2400,2400,"","2018-07-06T08:33:34Z"
1,"2018-07-08T00:00:00Z",23580,"1F","F",30,30,"","2018-07-07T08:29:28Z"
1,"2018-07-08T00:00:00Z",21510,"1A","F",200,200,"","2018-07-07T08:29:28Z"
1,"2018-07-08T00:00:00Z",19840,"04","F",400,400,"","2018-07-07T08:29:28Z"
1,"2018-07-08T00:00:00Z",18690,"1B","T",430,730,"Om","2018-07-07T08:29:28Z"
1,"2018-07-08T00:00:00Z",21140,"2F","P",800,900,"","2018-07-07T08:29:28Z"
1,"2018-07-08T00:00:00Z",22940,"2A","P",930,1030,"","2018-07-07T08:29:28Z"
1,"2018-07-08T00:00:00Z",23610,"2B","P",1100,1300,"DM","2018-07-07T08:29:28Z"
1,"2018-07-08T00:00:00Z",22850,"3B","T",1330,1630,"Dm","2018-07-07T08:29:28Z"
1,"2018-07-08T00:00:00Z",28500,"3C","P",1700,2000,"EM","2018-07-07T08:29:28Z"
1,"2018-07-08T00:00:00Z",28400,"4A","T",2030,2100,"","2018-07-07T08:29:28Z"
1,"2018-07-08T00:00:00Z",28480,"4B","P",2130,2230,"","2018-07-07T08:29:28Z"
1,"2018-07-08T00:00:00Z",23930,"4C","F",2400,2400,"","2018-07-07T08:29:28Z"
1,"2018-07-09T00:00:00Z",22030,"1F","F",30,30,"","2018-07-08T08:43:28Z"
1,"2018-07-09T00:00:00Z",20630,"1A","F",200,200,"","2018-07-08T08:43:28Z"
1,"2018-07-09T00:00:00Z",20390,"04","F",400,400,"","2018-07-08T08:43:28Z"
1,"2018-07-09T00:00:00Z",19630,"1B","T",430,730,"Om","2018-07-08T08:43:28Z"
1,"2018-07-09T00:00:00Z",30460,"2F","P",800,900,"DM","2018-07-08T08:43:28Z"
1,"2018-07-09T00:00:00Z",30380,"2A","P",930,1030,"","2018-07-08T08:43:28Z"
1,"2018-07-09T00:00:00Z",30200,"2B","P",1100,1300,"","2018-07-08T08:43:28Z"
1,"2018-07-09T00:00:00Z",29600,"3B","T",1330,1630,"Dm","2018-07-08T08:43:28Z"
1,"2018-07-09T00:00:00Z",32500,"3C","P",1700,1930,"EM","2018-07-08T08:43:28Z"
1,"2018-07-09T00:00:00Z",31140,"4A","T",2000,2100,"","2018-07-08T08:43:28Z"
1,"2018-07-09T00:00:00Z",31020,"4B","P",2130,2200,"","2018-07-08T08:43:28Z"
1,"2018-07-09T00:00:00Z",24760,"4C","F",2400,2400,"","2018-07-08T08:43:28Z"
1,"2018-07-10T00:00:00Z",23300,"1F","F",30,30,"","2018-07-09T08:48:54Z"
1,"2018-07-10T00:00:00Z",21900,"1A","F",200,200,"","2018-07-09T08:48:54Z"
1,"2018-07-10T00:00:00Z",21400,"04","F",400,400,"","2018-07-09T08:48:54Z"
1,"2018-07-10T00:00:00Z",21110,"1B","T",430,730,"Om","2018-07-09T08:48:54Z"
1,"2018-07-10T00:00:00Z",31660,"2F","P",800,900,"","2018-07-09T08:48:54Z"
1,"2018-07-10T00:00:00Z",32050,"2A","P",930,1030,"DM","2018-07-09T08:48:54Z"
1,"2018-07-10T00:00:00Z",31190,"2B","P",1100,1300,"","2018-07-09T08:48:54Z"
1,"2018-07-10T00:00:00Z",30200,"3B","T",1330,1630,"Dm","2018-07-09T08:48:54Z"
1,"2018-07-10T00:00:00Z",33540,"3C","P",1700,1930,"EM","2018-07-09T08:48:54Z"
1,"2018-07-10T00:00:00Z",31320,"4A","T",2000,2100,"","2018-07-09T08:48:54Z"
1,"2018-07-10T00:00:00Z",31440,"4B","P",2130,2200,"","2018-07-09T08:48:54Z"
1,"2018-07-10T00:00:00Z",24870,"4C","F",2400,2400,"","2018-07-09T08:48:54Z"
1,"2018-07-11T00:00:00Z",23620,"1F","F",30,30,"","2018-07-10T08:48:54Z"
1,"2018-07-11T00:00:00Z",22200,"1A","F",200,200,"","2018-07-10T08:48:54Z"
1,"2018-07-11T00:00:00Z",21180,"04","F",400,400,"","2018-07-10T08:48:54Z"
1,"2018-07-11T00:00:00Z",21030,"1B","T",430,730,"Om","2018-07-10T08:48:54Z"
1,"2018-07-11T00:00:00Z",31460,"2F","P",800,900,"","2018-07-10T08:48:54Z"
1,"2018-07-11T00:00:00Z",31620,"2A","P",930,1030,"DM","2018-07-10T08:48:54Z"
1,"2018-07-11T00:00:00Z",30550,"2B","P",1100,1300,"","2018-07-10T08:48:54Z"
1,"2018-07-11T00:00:00Z",29590,"3B","T",1330,1630,"Dm","2018-07-10T08:48:54Z"
1,"2018-07-11T00:00:00Z",33420,"3C","P",1700,1930,"EM","2018-07-10T08:48:54Z"
1,"2018-07-11T00:00:00Z",30860,"4A","T",2000,2100,"","2018-07-10T08:48:54Z"
1,"2018-07-11T00:00:00Z",30690,"4B","P",2130,2200,"","2018-07-10T08:48:54Z"
1,"2018-07-11T00:00:00Z",25070,"4C","F",2400,2400,"","2018-07-10T08:48:54Z"
1,"2018-07-12T00:00:00Z",23960,"1F","F",30,30,"","2018-07-11T08:33:49Z"
1,"2018-07-12T00:00:00Z",22080,"1A","F",200,200,"","2018-07-11T08:33:49Z"
1,"2018-07-12T00:00:00Z",21250,"04","F",400,400,"","2018-07-11T08:33:49Z"
1,"2018-07-12T00:00:00Z",21060,"1B","T",430,730,"Om","2018-07-11T08:33:49Z"
1,"2018-07-12T00:00:00Z",31760,"2F","P",800,900,"","2018-07-11T08:33:49Z"
1,"2018-07-12T00:00:00Z",31870,"2A","P",930,1030,"DM","2018-07-11T08:33:49Z"
1,"2018-07-12T00:00:00Z",30630,"2B","P",1100,1300,"","2018-07-11T08:33:49Z"
1,"2018-07-12T00:00:00Z",28160,"3B","T",1330,1630,"Dm","2018-07-11T08:33:49Z"
1,"2018-07-12T00:00:00Z",32890,"3C","P",1700,1930,"EM","2018-07-11T08:33:49Z"
1,"2018-07-12T00:00:00Z",31480,"4A","T",2000,2100,"","2018-07-11T08:33:49Z"
1,"2018-07-12T00:00:00Z",31390,"4B","P",2130,2200,"","2018-07-11T08:33:49Z"
1,"2018-07-12T00:00:00Z",25230,"4C","F",2400,2400,"","2018-07-11T08:33:49Z"
1,"2018-07-13T00:00:00Z",23970,"1F","F",30,30,"","2018-07-12T08:37:33Z"
1,"2018-07-13T00:00:00Z",22210,"1A","F",200,200,"","2018-07-12T08:37:33Z"
1,"2018-07-13T00:00:00Z",21420,"04","F",400,400,"","2018-07-12T08:37:33Z"
1,"2018-07-13T00:00:00Z",21240,"1B","T",430,730,"Om","2018-07-12T08:37:33Z"
1,"2018-07-13T00:00:00Z",32060,"2F","P",800,900,"DM","2018-07-12T08:37:33Z"
1,"2018-07-13T00:00:00Z",32030,"2A","P",930,1030,"","2018-07-12T08:37:33Z"
1,"2018-07-13T00:00:00Z",30740,"2B","P",1100,1300,"","2018-07-12T08:37:33Z"
1,"2018-07-13T00:00:00Z",27680,"3B","T",1330,1630,"Dm","2018-07-12T08:37:33Z"
1,"2018-07-13T00:00:00Z",31620,"3C","P",1700,1930,"EM","2018-07-12T08:37:33Z"
1,"2018-07-13T00:00:00Z",29630,"4A","T",2000,2100,"","2018-07-12T08:37:33Z"
1,"2018-07-13T00:00:00Z",29350,"4B","P",2130,2200,"","2018-07-12T08:37:33Z"
1,"2018-07-13T00:00:00Z",24820,"4C","F",2400,2400,"","2018-07-12T08:37:33Z"
1,"2018-07-14T00:00:00Z",23650,"1F","F",30,30,"","2018-07-13T08:31:20Z"
1,"2018-07-14T00:00:00Z",21600,"1A","F",200,200,"","2018-07-13T08:31:20Z"
1,"2018-07-14T00:00:00Z",20450,"04","F",400,400,"","2018-07-13T08:31:20Z"
1,"2018-07-14T00:00:00Z",19540,"1B","T",430,730,"Om","2018-07-13T08:31:20Z"
1,"2018-07-14T00:00:00Z",24800,"2F","P",800,900,"","2018-07-13T08:31:20Z"
1,"2018-07-14T00:00:00Z",25350,"2A","P",930,1030,"DM","2018-07-13T08:31:20Z"
1,"2018-07-14T00:00:00Z",24530,"2B","P",1100,1300,"","2018-07-13T08:31:20Z"
1,"2018-07-14T00:00:00Z",22460,"3B","T",1330,1630,"Dm","2018-07-13T08:31:20Z"
1,"2018-07-14T00:00:00Z",27620,"3C","P",1700,1930,"EM","2018-07-13T08:31:20Z"
1,"2018-07-14T00:00:00Z",26690,"4A","T",2000,2100,"","2018-07-13T08:31:20Z"
1,"2018-07-14T00:00:00Z",26360,"4B","P",2130,2200,"","2018-07-13T08:31:20Z"
1,"2018-07-14T00:00:00Z",23840,"4C","F",2400,2400,"","2018-07-13T08:31:20Z"
1,"2018-07-15T00:00:00Z",23090,"1F","F",30,30,"","2018-07-14T08:40:12Z"
1,"2018-07-15T00:00:00Z",20780,"1A","F",200,200,"","2018-07-14T08:40:12Z"
1,"2018-07-15T00:00:00Z",19330,"04","F",400,400,"","2018-07-14T08:40:12Z"
1,"2018-07-15T00:00:00Z",18290,"1B","T",430,730,"Om","2018-07-14T08:40:12Z"
1,"2018-07-15T00:00:00Z",21540,"2F","P",800,900,"","2018-07-14T08:40:12Z"
1,"2018-07-15T00:00:00Z",22880,"2A","P",930,1030,"","2018-07-14T08:40:12Z"
1,"2018-07-15T00:00:00Z",23360,"2B","P",1100,1300,"DM","2018-07-14T08:40:12Z"
1,"2018-07-15T00:00:00Z",22360,"3B","T",1330,1630,"Dm","2018-07-14T08:40:12Z"
1,"2018-07-15T00:00:00Z",27930,"3C","P",1700,1930,"EM","2018-07-14T08:40:12Z"
1,"2018-07-15T00:00:00Z",27410,"4A","T",2000,2100,"","2018-07-14T08:40:12Z"
1,"2018-07-15T00:00:00Z",27260,"4B","P",2130,2200,"","2018-07-14T08:40:12Z"
1,"2018-07-15T00:00:00Z",23240,"4C","F",2400,2400,"","2018-07-14T08:40:12Z"
1,"2018-07-16T00:00:00Z",22140,"1F","F",30,30,"","2018-07-15T08:42:46Z"
1,"2018-07-16T00:00:00Z",20520,"1A","F",200,200,"","2018-07-15T08:42:46Z"
1,"2018-07-16T00:00:00Z",19870,"04","F",400,400,"","2018-07-15T08:42:46Z"
1,"2018-07-16T00:00:00Z",19580,"1B","T",430,730,"Om","2018-07-15T08:42:46Z"
1,"2018-07-16T00:00:00Z",31170,"2F","P",800,900,"","2018-07-15T08:42:46Z"
1,"2018-07-16T00:00:00Z",31190,"2A","P",930,1030,"","2018-07-15T08:42:46Z"
1,"2018-07-16T00:00:00Z",31350,"2B","P",1100,1300,"DM","2018-07-15T08:42:46Z"
1,"2018-07-16T00:00:00Z",30970,"3B","T",1330,1630,"Dm","2018-07-15T08:42:46Z"
1,"2018-07-16T00:00:00Z",33730,"3C","P",1700,1930,"EM","2018-07-15T08:42:46Z"
1,"2018-07-16T00:00:00Z",31940,"4A","T",2000,2100,"","2018-07-15T08:42:46Z"
1,"2018-07-16T00:00:00Z",31400,"4B","P",2130,2200,"","2018-07-15T08:42:46Z"
1,"2018-07-16T00:00:00Z",25160,"4C","F",2400,2400,"","2018-07-15T08:42:46Z"
1,"2018-07-17T00:00:00Z",23430,"1F","F",30,30,"","2018-07-16T08:33:57Z"
1,"2018-07-17T00:00:00Z",22040,"1A","F",200,200,"","2018-07-16T08:33:57Z"
1,"2018-07-17T00:00:00Z",21030,"04","F",400,400,"","2018-07-16T08:33:57Z"
1,"2018-07-17T00:00:00Z",20810,"1B","T",430,730,"Om","2018-07-16T08:33:57Z"
1,"2018-07-17T00:00:00Z",30900,"2F","P",800,900,"","2018-07-16T08:33:57Z"
1,"2018-07-17T00:00:00Z",31140,"2A","P",930,1030,"DM","2018-07-16T08:33:57Z"
1,"2018-07-17T00:00:00Z",30970,"2B","P",1100,1300,"","2018-07-16T08:33:57Z"
1,"2018-07-17T00:00:00Z",30410,"3B","T",1330,1630,"Dm","2018-07-16T08:33:57Z"
1,"2018-07-17T00:00:00Z",32660,"3C","P",1700,1930,"EM","2018-07-16T08:33:57Z"
1,"2018-07-17T00:00:00Z",31440,"4A","T",2000,2100,"","2018-07-16T08:33:57Z"
1,"2018-07-17T00:00:00Z",31100,"4B","P",2130,2200,"","2018-07-16T08:33:57Z"
1,"2018-07-17T00:00:00Z",24820,"4C","F",2400,2400,"","2018-07-16T08:33:57Z"
1,"2018-07-18T00:00:00Z",23890,"1F","F",30,30,"","2018-07-17T08:37:52Z"
1,"2018-07-18T00:00:00Z",22340,"1A","F",200,200,"","2018-07-17T08:37:52Z"
1,"2018-07-18T00:00:00Z",21340,"04","F",400,400,"","2018-07-17T08:37:52Z"
1,"2018-07-18T00:00:00Z",20970,"1B","T",430,730,"Om","2018-07-17T08:37:52Z"
1,"2018-07-18T00:00:00Z",31160,"2F","P",800,900,"DM","2018-07-17T08:37:52Z"
1,"2018-07-18T00:00:00Z",31080,"2A","P",930,1030,"","2018-07-17T08:37:52Z"
1,"2018-07-18T00:00:00Z",30600,"2B","P",1100,1300,"","2018-07-17T08:37:52Z"
1,"2018-07-18T00:00:00Z",29780,"3B","T",1330,1630,"Dm","2018-07-17T08:37:52Z"
1,"2018-07-18T00:00:00Z",33110,"3C","P",1700,1930,"EM","2018-07-17T08:37:52Z"
1,"2018-07-18T00:00:00Z",31730,"4A","T",2000,2100,"","2018-07-17T08:37:52Z"
1,"2018-07-18T00:00:00Z",31490,"4B","P",2130,2200,"","2018-07-17T08:37:52Z"
1,"2018-07-18T00:00:00Z",25280,"4C","F",2400,2400,"","2018-07-17T08:37:52Z"
1,"2018-07-19T00:00:00Z",24210,"1F","F",30,30,"","2018-07-18T08:40:47Z"
1,"2018-07-19T00:00:00Z",22520,"1A","F",200,200,"","2018-07-18T08:40:47Z"
1,"2018-07-19T00:00:00Z",21480,"04","F",400,400,"","2018-07-18T08:40:47Z"
1,"2018-07-19T00:00:00Z",21240,"1B","T",430,730,"Om","2018-07-18T08:40:47Z"
1,"2018-07-19T00:00:00Z",31430,"2F","P",800,900,"DM","2018-07-18T08:40:47Z"
1,"2018-07-19T00:00:00Z",31220,"2A","P",930,1030,"","2018-07-18T08:40:47Z"
1,"2018-07-19T00:00:00Z",30500,"2B","P",1100,1300,"","2018-07-18T08:40:47Z"
