"DAYSAHEAD","TARGETDATE","FORECASTDEMAND","CARDINALPOINT","CP_TYPE","CP_ST_TIME","CP_END_TIME","F_Point","FORECAST_TIMESTAMP"
1,"2019-12-23T00:00:00Z",34906,"2F","P",800,900,"","2019-12-22T11:34:03Z"
1,"2019-12-23T00:00:00Z",36503,"2A","P",930,1030,"DM","2019-12-22T11:34:03Z"
1,"2019-12-23T00:00:00Z",36118,"2B","P",1100,1300,"","2019-12-22T11:34:03Z"
1,"2019-12-23T00:00:00Z",35711,"3B","T",1330,1630,"Dm","2019-12-22T11:34:03Z"
1,"2019-12-23T00:00:00Z",42281,"DP","P",1700,1930,"EM","2019-12-22T11:34:03Z"
1,"2019-12-23T00:00:00Z",36696,"4B","F",2100,2100,"","2019-12-22T11:34:03Z"
1,"2019-12-23T00:00:00Z",28339,"4C","F",2400,2400,"","2019-12-22T11:34:03Z"
1,"2019-12-24T00:00:00Z",27005,"1F","F",30,30,"","2019-12-23T08:35:23Z"
1,"2019-12-24T00:00:00Z",26755,"1A","P",100,230,"","2019-12-23T08:35:23Z"
1,"2019-12-24T00:00:00Z",24280,"03","F",300,300,"","2019-12-23T08:35:23Z"
1,"2019-12-24T00:00:00Z",23220,"4","F",400,400,"","2019-12-23T08:35:23Z"
1,"2019-12-24T00:00:00Z",22709,"1B","T",430,730,"Om","2019-12-23T08:35:23Z"
1,"2019-12-24T00:00:00Z",33951,"2F","P",800,900,"","2019-12-23T08:35:23Z"
1,"2019-12-24T00:00:00Z",35532,"2A","P",930,1030,"","2019-12-23T08:35:23Z"
1,"2019-12-24T00:00:00Z",35671,"2B","P",1100,1300,"DM","2019-12-23T08:35:23Z"
1,"2019-12-24T00:00:00Z",34224,"3B","T",1330,1630,"Dm","2019-12-23T08:35:23Z"
1,"2019-12-24T00:00:00Z",38432,"DP","P",1700,1930,"EM","2019-12-23T08:35:23Z"
1,"2019-12-24T00:00:00Z",31790,"4B","F",2100,2100,"","2019-12-23T08:35:23Z"
1,"2019-12-24T00:00:00Z",24911,"4C","F",2400,2400,"","2019-12-23T08:35:23Z"
1,"2019-12-24T00:00:00Z",25531,"1F","F",30,30,"","2019-12-23T11:52:26Z"
1,"2019-12-24T00:00:00Z",25632,"1A","P",100,230,"","2019-12-23T11:52:26Z"
1,"2019-12-24T00:00:00Z",23610,"03","F",300,300,"","2019-12-23T11:52:26Z"
1,"2019-12-24T00:00:00Z",22748,"4","F",400,400,"","2019-12-23T11:52:26Z"
1,"2019-12-24T00:00:00Z",22436,"1B","T",430,730,"Om","2019-12-23T11:52:26Z"
1,"2019-12-24T00:00:00Z",33831,"2F","P",800,900,"","2019-12-23T11:52:26Z"
1,"2019-12-24T00:00:00Z",35428,"2A","P",930,1030,"DM","2019-12-23T11:52:26Z"
1,"2019-12-24T00:00:00Z",34790,"2B","P",1100,1300,"","2019-12-23T11:52:26Z"
1,"2019-12-24T00:00:00Z",33452,"3B","T",1330,1630,"Dm","2019-12-23T11:52:26Z"
1,"2019-12-24T00:00:00Z",37293,"DP","P",1700,1930,"EM","2019-12-23T11:52:26Z"
1,"2019-12-24T00:00:00Z",31801,"4B","F",2100,2100,"","2019-12-23T11:52:26Z"
1,"2019-12-24T00:00:00Z",23955,"4C","F",2400,2400,"","2019-12-23T11:52:26Z"
1,"2019-12-25T00:00:00Z",23701,"1F","F",30,30,"","2019-12-24T08:38:28Z"
1,"2019-12-25T00:00:00Z",23821,"1A","P",100,230,"","2019-12-24T08:38:28Z"
1,"2019-12-25T00:00:00Z",21649,"03","F",300,300,"","2019-12-24T08:38:28Z"
1,"2019-12-25T00:00:00Z",20761,"4","F",400,400,"","2019-12-24T08:38:28Z"
1,"2019-12-25T00:00:00Z",20201,"1B","T",430,730,"Om","2019-12-24T08:38:28Z"
1,"2019-12-25T00:00:00Z",29679,"2F","P",800,900,"","2019-12-24T08:38:28Z"
1,"2019-12-25T00:00:00Z",31781,"2A","P",930,1030,"","2019-12-24T08:38:28Z"
1,"2019-12-25T00:00:00Z",34433,"2B","P",1100,1300,"DM","2019-12-24T08:38:28Z"
1,"2019-12-25T00:00:00Z",32156,"3B","T",1330,1630,"Dm","2019-12-24T08:38:28Z"
1,"2019-12-25T00:00:00Z",32261,"DP","P",1700,1930,"EM","2019-12-24T08:38:28Z"
1,"2019-12-25T00:00:00Z",29221,"4B","F",2100,2100,"","2019-12-24T08:38:28Z"
1,"2019-12-25T00:00:00Z",23480,"4C","F",2400,2400,"","2019-12-24T08:38:28Z"
1,"2019-12-25T00:00:00Z",23857,"1F","F",30,30,"","2019-12-24T11:30:14Z"
1,"2019-12-25T00:00:00Z",23828,"1A","P",100,230,"","2019-12-24T11:30:14Z"
1,"2019-12-25T00:00:00Z",21750,"03","F",300,300,"","2019-12-24T11:30:14Z"
1,"2019-12-25T00:00:00Z",20911,"4","F",400,400,"","2019-12-24T11:30:14Z"
1,"2019-12-25T00:00:00Z",20397,"1B","T",430,730,"Om","2019-12-24T11:30:14Z"
1,"2019-12-25T00:00:00Z",29936,"2F","P",800,900,"","2019-12-24T11:30:14Z"
1,"2019-12-25T00:00:00Z",32096,"2A","P",930,1030,"","2019-12-24T11:30:14Z"
1,"2019-12-25T00:00:00Z",34446,"2B","P",1100,1300,"DM","2019-12-24T11:30:14Z"
1,"2019-12-25T00:00:00Z",32563,"3B","T",1330,1630,"Dm","2019-12-24T11:30:14Z"
1,"2019-12-25T00:00:00Z",32292,"DP","P",1700,1930,"EM","2019-12-24T11:30:14Z"
1,"2019-12-25T00:00:00Z",29272,"4B","F",2100,2100,"","2019-12-24T11:30:14Z"
1,"2019-12-25T00:00:00Z",24293,"4C","F",2400,2400,"","2019-12-24T11:30:14Z"
1,"2019-12-26T00:00:00Z",23861,"1F","F",30,30,"","2019-12-25T08:37:14Z"
1,"2019-12-26T00:00:00Z",24017,"1A","P",100,230,"","2019-12-25T08:37:14Z"
1,"2019-12-26T00:00:00Z",21703,"03","F",300,300,"","2019-12-25T08:37:14Z"
1,"2019-12-26T00:00:00Z",20514,"4","F",400,400,"","2019-12-25T08:37:14Z"
1,"2019-12-26T00:00:00Z",19866,"1B","T",430,730,"Om","2019-12-25T08:37:14Z"
1,"2019-12-26T00:00:00Z",25592,"2F","P",800,900,"","2019-12-25T08:37:14Z"
1,"2019-12-26T00:00:00Z",29506,"2A","P",930,1030,"","2019-12-25T08:37:14Z"
1,"2019-12-26T00:00:00Z",31006,"2B","P",1100,1300,"DM","2019-12-25T08:37:14Z"
1,"2019-12-26T00:00:00Z",30969,"3B","T",1330,1630,"Dm","2019-12-25T08:37:14Z"
1,"2019-12-26T00:00:00Z",33966,"DP","P",1700,1930,"EM","2019-12-25T08:37:14Z"
1,"2019-12-26T00:00:00Z",29816,"4B","F",2100,2100,"","2019-12-25T08:37:14Z"
1,"2019-12-26T00:00:00Z",23568,"4C","F",2400,2400,"","2019-12-25T08:37:14Z"
1,"2019-12-26T00:00:00Z",23892,"1F","F",30,30,"","2019-12-25T10:27:23Z"
1,"2019-12-26T00:00:00Z",24007,"1A","P",100,230,"","2019-12-25T10:27:23Z"
1,"2019-12-26T00:00:00Z",21706,"03","F",300,300,"","2019-12-25T10:27:23Z"
1,"2019-12-26T00:00:00Z",20521,"4","F",400,400,"","2019-12-25T10:27:23Z"
1,"2019-12-26T00:00:00Z",19871,"1B","T",430,730,"Om","2019-12-25T10:27:23Z"
1,"2019-12-26T00:00:00Z",25574,"2F","P",800,900,"","2019-12-25T10:27:23Z"
1,"2019-12-26T00:00:00Z",29496,"2A","P",930,1030,"","2019-12-25T10:27:23Z"
1,"2019-12-26T00:00:00Z",30984,"2B","P",1100,1300,"DM","2019-12-25T10:27:23Z"
1,"2019-12-26T00:00:00Z",30994,"3B","T",1330,1630,"Dm","2019-12-25T10:27:23Z"
1,"2019-12-26T00:00:00Z",33985,"DP","P",1700,1930,"EM","2019-12-25T10:27:23Z"
1,"2019-12-26T00:00:00Z",30308,"4B","F",2100,2100,"","2019-12-25T10:27:23Z"
1,"2019-12-26T00:00:00Z",23936,"4C","F",2400,2400,"","2019-12-25T10:27:23Z"
1,"2019-12-27T00:00:00Z",23770,"1F","F",30,30,"","2019-12-26T08:39:24Z"
1,"2019-12-27T00:00:00Z",23856,"1A","P",100,230,"","2019-12-26T08:39:24Z"
1,"2019-12-27T00:00:00Z",21830,"03","F",300,300,"","2019-12-26T08:39:24Z"
1,"2019-12-27T00:00:00Z",21013,"4","F",400,400,"","2019-12-26T08:39:24Z"
1,"2019-12-27T00:00:00Z",20811,"1B","T",430,730,"Om","2019-12-26T08:39:24Z"
1,"2019-12-27T00:00:00Z",31109,"2F","P",800,900,"","2019-12-26T08:39:24Z"
1,"2019-12-27T00:00:00Z",33926,"2A","P",930,1030,"","2019-12-26T08:39:24Z"
1,"2019-12-27T00:00:00Z",35133,"2B","P",1100,1300,"DM","2019-12-26T08:39:24Z"
1,"2019-12-27T00:00:00Z",35138,"3B","T",1330,1630,"Dm","2019-12-26T08:39:24Z"
1,"2019-12-27T00:00:00Z",39018,"DP","P",1700,1930,"EM","2019-12-26T08:39:24Z"
1,"2019-12-27T00:00:00Z",32369,"4B","F",2100,2100,"","2019-12-26T08:39:24Z"
1,"2019-12-27T00:00:00Z",25061,"4C","F",2400,2400,"","2019-12-26T08:39:24Z"
1,"2019-12-27T00:00:00Z",23753,"1F","F",30,30,"","2019-12-26T11:03:45Z"
1,"2019-12-27T00:00:00Z",23884,"1A","P",100,230,"","2019-12-26T11:03:45Z"
1,"2019-12-27T00:00:00Z",21869,"03","F",300,300,"","2019-12-26T11:03:45Z"
1,"2019-12-27T00:00:00Z",21052,"4","F",400,400,"","2019-12-26T11:03:45Z"
1,"2019-12-27T00:00:00Z",20853,"1B","T",430,730,"Om","2019-12-26T11:03:45Z"
1,"2019-12-27T00:00:00Z",31010,"2F","P",800,900,"","2019-12-26T11:03:45Z"
1,"2019-12-27T00:00:00Z",33817,"2A","P",930,1030,"","2019-12-26T11:03:45Z"
1,"2019-12-27T00:00:00Z",35246,"2B","P",1100,1300,"DM","2019-12-26T11:03:45Z"
1,"2019-12-27T00:00:00Z",35248,"3B","T",1330,1630,"Dm","2019-12-26T11:03:45Z"
1,"2019-12-27T00:00:00Z",38510,"DP","P",1700,1930,"EM","2019-12-26T11:03:45Z"
1,"2019-12-27T00:00:00Z",31876,"4B","F",2100,2100,"","2019-12-26T11:03:45Z"
1,"2019-12-27T00:00:00Z",24969,"4C","F",2400,2400,"","2019-12-26T11:03:45Z"
1,"2019-12-28T00:00:00Z",24487,"1F","F",30,30,"","2019-12-27T08:41:30Z"
1,"2019-12-28T00:00:00Z",24527,"1A","P",100,230,"","2019-12-27T08:41:30Z"
1,"2019-12-28T00:00:00Z",22292,"03","F",300,300,"","2019-12-27T08:41:30Z"
1,"2019-12-28T00:00:00Z",21250,"4","F",400,400,"","2019-12-27T08:41:30Z"
1,"2019-12-28T00:00:00Z",20684,"1B","T",430,730,"Om","2019-12-27T08:41:30Z"
1,"2019-12-28T00:00:00Z",28351,"2F","P",800,900,"","2019-12-27T08:41:30Z"
1,"2019-12-28T00:00:00Z",31318,"2A","P",930,1030,"","2019-12-27T08:41:30Z"
1,"2019-12-28T00:00:00Z",32050,"2B","P",1100,1300,"DM","2019-12-27T08:41:30Z"
1,"2019-12-28T00:00:00Z",31988,"3B","T",1330,1630,"Dm","2019-12-27T08:41:30Z"
1,"2019-12-28T00:00:00Z",36806,"DP","P",1700,1930,"EM","2019-12-27T08:41:30Z"
1,"2019-12-28T00:00:00Z",30275,"4B","F",2100,2100,"","2019-12-27T08:41:30Z"
1,"2019-12-28T00:00:00Z",23813,"4C","F",2400,2400,"","2019-12-27T08:41:30Z"
1,"2019-12-28T00:00:00Z",24692,"1F","F",30,30,"","2019-12-27T11:16:41Z"
1,"2019-12-28T00:00:00Z",24527,"1A","P",100,230,"","2019-12-27T11:16:41Z"
1,"2019-12-28T00:00:00Z",22511,"03","F",300,300,"","2019-12-27T11:16:41Z"
1,"2019-12-28T00:00:00Z",21345,"4","F",400,400,"","2019-12-27T11:16:41Z"
1,"2019-12-28T00:00:00Z",20684,"1B","T",430,730,"Om","2019-12-27T11:16:41Z"
1,"2019-12-28T00:00:00Z",28206,"2F","P",800,900,"","2019-12-27T11:16:41Z"
1,"2019-12-28T00:00:00Z",31318,"2A","P",930,1030,"","2019-12-27T11:16:41Z"
1,"2019-12-28T00:00:00Z",32133,"2B","P",1100,1300,"DM","2019-12-27T11:16:41Z"
1,"2019-12-28T00:00:00Z",32058,"3B","T",1330,1630,"Dm","2019-12-27T11:16:41Z"
1,"2019-12-28T00:00:00Z",37306,"DP","P",1700,1930,"EM","2019-12-27T11:16:41Z"
1,"2019-12-28T00:00:00Z",30725,"4B","F",2100,2100,"","2019-12-27T11:16:41Z"
1,"2019-12-28T00:00:00Z",23813,"4C","F",2400,2400,"","2019-12-27T11:16:41Z"
1,"2019-12-29T00:00:00Z",24062,"1F","F",30,30,"","2019-12-28T08:34:56Z"
1,"2019-12-29T00:00:00Z",24198,"1A","P",100,230,"","2019-12-28T08:34:56Z"
1,"2019-12-29T00:00:00Z",21814,"03","F",300,300,"","2019-12-28T08:34:56Z"
1,"2019-12-29T00:00:00Z",20642,"4","F",400,400,"","2019-12-28T08:34:56Z"
1,"2019-12-29T00:00:00Z",19898,"1B","T",430,730,"Om","2019-12-28T08:34:56Z"
1,"2019-12-29T00:00:00Z",26541,"2F","P",800,900,"","2019-12-28T08:34:56Z"
1,"2019-12-29T00:00:00Z",29502,"2A","P",930,1030,"","2019-12-28T08:34:56Z"
1,"2019-12-29T00:00:00Z",31311,"2B","P",1100,1300,"DM","2019-12-28T08:34:56Z"
1,"2019-12-29T00:00:00Z",31240,"3B","T",1330,1630,"Dm","2019-12-28T08:34:56Z"
1,"2019-12-29T00:00:00Z",36061,"DP","P",1700,1930,"EM","2019-12-28T08:34:56Z"
1,"2019-12-29T00:00:00Z",31012,"4B","F",2100,2100,"","2019-12-28T08:34:56Z"
1,"2019-12-29T00:00:00Z",23485,"4C","F",2400,2400,"","2019-12-28T08:34:56Z"
1,"2019-12-29T00:00:00Z",24033,"1F","F",30,30,"","2019-12-28T11:38:13Z"
1,"2019-12-29T00:00:00Z",24128,"1A","P",100,230,"","2019-12-28T11:38:13Z"
1,"2019-12-29T00:00:00Z",22054,"03","F",300,300,"","2019-12-28T11:38:13Z"
1,"2019-12-29T00:00:00Z",21030,"4","F",400,400,"","2019-12-28T11:38:13Z"
1,"2019-12-29T00:00:00Z",20447,"1B","T",430,730,"Om","2019-12-28T11:38:13Z"
1,"2019-12-29T00:00:00Z",26673,"2F","P",800,900,"","2019-12-28T11:38:13Z"
1,"2019-12-29T00:00:00Z",29521,"2A","P",930,1030,"","2019-12-28T11:38:13Z"
1,"2019-12-29T00:00:00Z",31523,"2B","P",1100,1300,"DM","2019-12-28T11:38:13Z"
1,"2019-12-29T00:00:00Z",31505,"3B","T",1330,1630,"Dm","2019-12-28T11:38:13Z"
1,"2019-12-29T00:00:00Z",36487,"DP","P",1700,1930,"EM","2019-12-28T11:38:13Z"
1,"2019-12-29T00:00:00Z",31470,"4B","F",2100,2100,"","2019-12-28T11:38:13Z"
1,"2019-12-29T00:00:00Z",23655,"4C","F",2400,2400,"","2019-12-28T11:38:13Z"
1,"2019-12-30T00:00:00Z",23905,"1F","F",30,30,"","2019-12-29T08:24:39Z"
1,"2019-12-30T00:00:00Z",24412,"1A","P",100,230,"","2019-12-29T08:24:39Z"
1,"2019-12-30T00:00:00Z",22659,"03","F",300,300,"","2019-12-29T08:24:39Z"
1,"2019-12-30T00:00:00Z",21834,"4","F",400,400,"","2019-12-29T08:24:39Z"
1,"2019-12-30T00:00:00Z",21620,"1B","T",430,730,"Om","2019-12-29T08:24:39Z"
1,"2019-12-30T00:00:00Z",34128,"2F","P",800,900,"","2019-12-29T08:24:39Z"
1,"2019-12-30T00:00:00Z",35106,"2A","P",930,1030,"","2019-12-29T08:24:39Z"
1,"2019-12-30T00:00:00Z",35171,"2B","P",1100,1300,"DM","2019-12-29T08:24:39Z"
1,"2019-12-30T00:00:00Z",34676,"3B","T",1330,1630,"Dm","2019-12-29T08:24:39Z"
1,"2019-12-30T00:00:00Z",40268,"DP","P",1700,1930,"EM","2019-12-29T08:24:39Z"
1,"2019-12-30T00:00:00Z",35288,"4B","F",2100,2100,"","2019-12-29T08:24:39Z"
1,"2019-12-30T00:00:00Z",26411,"4C","F",2400,2400,"","2019-12-29T08:24:39Z"
1,"2019-12-30T00:00:00Z",23937,"1F","F",30,30,"","2019-12-29T11:20:42Z"
1,"2019-12-30T00:00:00Z",24356,"1A","P",100,230,"","2019-12-29T11:20:42Z"
1,"2019-12-30T00:00:00Z",22593,"03","F",300,300,"","2019-12-29T11:20:42Z"
1,"2019-12-30T00:00:00Z",21767,"4","F",400,400,"","2019-12-29T11:20:42Z"
1,"2019-12-30T00:00:00Z",21552,"1B","T",430,730,"Om","2019-12-29T11:20:42Z"
1,"2019-12-30T00:00:00Z",34136,"2F","P",800,900,"","2019-12-29T11:20:42Z"
1,"2019-12-30T00:00:00Z",35166,"2A","P",930,1030,"","2019-12-29T11:20:42Z"
1,"2019-12-30T00:00:00Z",35243,"2B","P",1100,1300,"DM","2019-12-29T11:20:42Z"
1,"2019-12-30T00:00:00Z",34804,"3B","T",1330,1630,"Dm","2019-12-29T11:20:42Z"
1,"2019-12-30T00:00:00Z",40244,"DP","P",1700,1930,"EM","2019-12-29T11:20:42Z"
1,"2019-12-30T00:00:00Z",35300,"4B","F",2100,2100,"","2019-12-29T11:20:42Z"
1,"2019-12-30T00:00:00Z",26353,"4C","F",2400,2400,"","2019-12-29T11:20:42Z"
1,"2019-12-31T00:00:00Z",25624,"1F","F",30,30,"","2019-12-30T08:41:53Z"
1,"2019-12-31T00:00:00Z",26063,"1A","P",100,230,"","2019-12-30T08:41:53Z"
1,"2019-12-31T00:00:00Z",24076,"03","F",300,300,"","2019-12-30T08:41:53Z"
1,"2019-12-31T00:00:00Z",23118,"4","F",400,400,"","2019-12-30T08:41:53Z"
1,"2019-12-31T00:00:00Z",22808,"1B","T",430,730,"Om","2019-12-30T08:41:53Z"
1,"2019-12-31T00:00:00Z",32832,"2F","P",800,900,"","2019-12-30T08:41:53Z"
1,"2019-12-31T00:00:00Z",36059,"2A","P",930,1030,"DM","2019-12-30T08:41:53Z"
1,"2019-12-31T00:00:00Z",35971,"2B","P",1100,1300,"","2019-12-30T08:41:53Z"
1,"2019-12-31T00:00:00Z",35209,"3B","T",1330,1630,"Dm","2019-12-30T08:41:53Z"
1,"2019-12-31T00:00:00Z",39248,"DP","P",1700,1930,"EM","2019-12-30T08:41:53Z"
1,"2019-12-31T00:00:00Z",31531,"4B","F",2100,2100,"","2019-12-30T08:41:53Z"
1,"2019-12-31T00:00:00Z",26018,"4C","F",2400,2400,"","2019-12-30T08:41:53Z"
1,"2019-12-31T00:00:00Z",25591,"1F","F",30,30,"","2019-12-30T11:23:39Z"
1,"2019-12-31T00:00:00Z",26032,"1A","P",100,230,"","2019-12-30T11:23:39Z"
1,"2019-12-31T00:00:00Z",24055,"03","F",300,300,"","2019-12-30T11:23:39Z"
1,"2019-12-31T00:00:00Z",23108,"4","F",400,400,"","2019-12-30T11:23:39Z"
1,"2019-12-31T00:00:00Z",22806,"1B","T",430,730,"Om","2019-12-30T11:23:39Z"
1,"2019-12-31T00:00:00Z",31876,"2F","P",800,900,"","2019-12-30T11:23:39Z"
1,"2019-12-31T00:00:00Z",34747,"2A","P",930,1030,"DM","2019-12-30T11:23:39Z"
1,"2019-12-31T00:00:00Z",34409,"2B","P",1100,1300,"","2019-12-30T11:23:39Z"
1,"2019-12-31T00:00:00Z",34175,"3B","T",1330,1630,"Dm","2019-12-30T11:23:39Z"
1,"2019-12-31T00:00:00Z",39270,"DP","P",1700,1930,"EM","2019-12-30T11:23:39Z"
1,"2019-12-31T00:00:00Z",31038,"4B","F",2100,2100,"","2019-12-30T11:23:39Z"
1,"2019-12-31T00:00:00Z",25990,"4C","F",2400,2400,"","2019-12-30T11:23:39Z"
1,"2020-01-01T00:00:00Z",25993,"1F","F",30,30,"","2019-12-31T09:15:39Z"
1,"2020-01-01T00:00:00Z",27043,"1A","P",100,230,"","2019-12-31T09:15:39Z"
1,"2020-01-01T00:00:00Z",24796,"03","F",300,300,"","2019-12-31T09:15:39Z"
1,"2020-01-01T00:00:00Z",23130,"4","F",400,400,"","2019-12-31T09:15:39Z"
1,"2020-01-01T00:00:00Z",22328,"1B","T",430,730,"Om","2019-12-31T09:15:39Z"
1,"2020-01-01T00:00:00Z",25175,"2F","P",800,900,"","2019-12-31T09:15:39Z"
1,"2020-01-01T00:00:00Z",28626,"2A","P",930,1030,"","2019-12-31T09:15:39Z"
1,"2020-01-01T00:00:00Z",32239,"2B","P",1100,1300,"DM","2019-12-31T09:15:39Z"
1,"2020-01-01T00:00:00Z",32311,"3B","T",1330,1630,"Dm","2019-12-31T09:15:39Z"
1,"2020-01-01T00:00:00Z",36985,"DP","P",1700,1930,"EM","2019-12-31T09:15:39Z"
1,"2020-01-01T00:00:00Z",31240,"4B","F",2100,2100,"","2019-12-31T09:15:39Z"
1,"2020-01-01T00:00:00Z",23903,"4C","F",2400,2400,"","2019-12-31T09:15:39Z"
1,"2020-01-01T00:00:00Z",25993,"1F","F",30,30,"","2019-12-31T11:40:01Z"
1,"2020-01-01T00:00:00Z",27043,"1A","P",100,230,"","2019-12-31T11:40:01Z"
1,"2020-01-01T00:00:00Z",24796,"03","F",300,300,"","2019-12-31T11:40:01Z"
1,"2020-01-01T00:00:00Z",23130,"4","F",400,400,"","2019-12-31T11:40:01Z"
1,"2020-01-01T00:00:00Z",22328,"1B","T",430,730,"Om","2019-12-31T11:40:01Z"
1,"2020-01-01T00:00:00Z",25175,"2F","P",800,900,"","2019-12-31T11:40:01Z"
1,"2020-01-01T00:00:00Z",28626,"2A","P",930,1030,"","2019-12-31T11:40:01Z"
1,"2020-01-01T00:00:00Z",32239,"2B","P",1100,1300,"DM","2019-12-31T11:40:01Z"
1,"2020-01-01T00:00:00Z",32311,"3B","T",1330,1630,"Dm","2019-12-31T11:40:01Z"
1,"2020-01-01T00:00:00Z",36985,"DP","P",1700,1930,"EM","2019-12-31T11:40:01Z"
1,"2020-01-01T00:00:00Z",31240,"4B","F",2100,2100,"","2019-12-31T11:40:01Z"
1,"2020-01-01T00:00:00Z",23903,"4C","F",2400,2400,"","2019-12-31T11:40:01Z"
1,"2020-01-02T00:00:00Z",23227,"1F","F",30,30,"","2020-01-01T08:39:46Z"
1,"2020-01-02T00:00:00Z",23421,"1A","P",100,230,"","2020-01-01T08:39:46Z"
1,"2020-01-02T00:00:00Z",21705,"03","F",300,300,"","2020-01-01T08:39:46Z"
1,"2020-01-02T00:00:00Z",20744,"4","F",400,400,"","2020-01-01T08:39:46Z"
1,"2020-01-02T00:00:00Z",20492,"1B","T",430,730,"Om","2020-01-01T08:39:46Z"
1,"2020-01-02T00:00:00Z",34108,"2F","P",800,900,"","2020-01-01T08:39:46Z"
1,"2020-01-02T00:00:00Z",36841,"2A","P",930,1030,"DM","2020-01-01T08:39:46Z"
1,"2020-01-02T00:00:00Z",36804,"2B","P",1100,1300,"","2020-01-01T08:39:46Z"
1,"2020-01-02T00:00:00Z",36824,"3B","T",1330,1630,"Dm","2020-01-01T08:39:46Z"
1,"2020-01-02T00:00:00Z",41985,"DP","P",1700,1930,"EM","2020-01-01T08:39:46Z"
1,"2020-01-02T00:00:00Z",35061,"4B","F",2100,2100,"","2020-01-01T08:39:46Z"
1,"2020-01-02T00:00:00Z",25215,"4C","F",2400,2400,"","2020-01-01T08:39:46Z"
1,"2020-01-02T00:00:00Z",23263,"1F","F",30,30,"","2020-01-01T11:52:33Z"
1,"2020-01-02T00:00:00Z",23520,"1A","P",100,230,"","2020-01-01T11:52:33Z"
1,"2020-01-02T00:00:00Z",21774,"03","F",300,300,"","2020-01-01T11:52:33Z"
1,"2020-01-02T00:00:00Z",20907,"4","F",400,400,"","2020-01-01T11:52:33Z"
1,"2020-01-02T00:00:00Z",20553,"1B","T",430,730,"Om","2020-01-01T11:52:33Z"
1,"2020-01-02T00:00:00Z",34673,"2F","P",800,900,"","2020-01-01T11:52:33Z"
1,"2020-01-02T00:00:00Z",36997,"2A","P",930,1030,"","2020-01-01T11:52:33Z"
1,"2020-01-02T00:00:00Z",37172,"2B","P",1100,1300,"DM","2020-01-01T11:52:33Z"
1,"2020-01-02T00:00:00Z",37020,"3B","T",1330,1630,"Dm","2020-01-01T11:52:33Z"
1,"2020-01-02T00:00:00Z",42095,"DP","P",1700,1930,"EM","2020-01-01T11:52:33Z"
1,"2020-01-02T00:00:00Z",35111,"4B","F",2100,2100,"","2020-01-01T11:52:33Z"
1,"2020-01-02T00:00:00Z",25322,"4C","F",2400,2400,"","2020-01-01T11:52:33Z"
1,"2020-01-03T00:00:00Z",24603,"1F","F",30,30,"","2020-01-02T08:32:14Z"
1,"2020-01-03T00:00:00Z",25245,"1A","P",100,230,"","2020-01-02T08:32:14Z"
1,"2020-01-03T00:00:00Z",23681,"03","F",300,300,"","2020-01-02T08:32:14Z"
1,"2020-01-03T00:00:00Z",22861,"4","F",400,400,"","2020-01-02T08:32:14Z"
1,"2020-01-03T00:00:00Z",22654,"1B","T",430,730,"Om","2020-01-02T08:32:14Z"
1,"2020-01-03T00:00:00Z",37073,"2F","P",800,900,"","2020-01-02T08:32:14Z"
1,"2020-01-03T00:00:00Z",37977,"2A","P",930,1030,"DM","2020-01-02T08:32:14Z"
1,"2020-01-03T00:00:00Z",37075,"2B","P",1100,1300,"","2020-01-02T08:32:14Z"
1,"2020-01-03T00:00:00Z",36451,"3B","T",1330,1630,"Dm","2020-01-02T08:32:14Z"
1,"2020-01-03T00:00:00Z",41670,"DP","P",1700,1930,"EM","2020-01-02T08:32:14Z"
1,"2020-01-03T00:00:00Z",35477,"4B","F",2100,2100,"","2020-01-02T08:32:14Z"
1,"2020-01-03T00:00:00Z",26315,"4C","F",2400,2400,"","2020-01-02T08:32:14Z"
1,"2020-01-03T00:00:00Z",25290,"1F","F",30,30,"","2020-01-02T11:09:02Z"
1,"2020-01-03T00:00:00Z",25725,"1A","P",100,230,"","2020-01-02T11:09:02Z"
1,"2020-01-03T00:00:00Z",23846,"03","F",300,300,"","2020-01-02T11:09:02Z"
1,"2020-01-03T00:00:00Z",22859,"4","F",400,400,"","2020-01-02T11:09:02Z"
1,"2020-01-03T00:00:00Z",22580,"1B","T",430,730,"Om","2020-01-02T11:09:02Z"
1,"2020-01-03T00:00:00Z",37060,"2F","P",800,900,"","2020-01-02T11:09:02Z"
1,"2020-01-03T00:00:00Z",38036,"2A","P",930,1030,"DM","2020-01-02T11:09:02Z"
1,"2020-01-03T00:00:00Z",37214,"2B","P",1100,1300,"","2020-01-02T11:09:02Z"
1,"2020-01-03T00:00:00Z",36274,"3B","T",1330,1630,"Dm","2020-01-02T11:09:02Z"
1,"2020-01-03T00:00:00Z",42683,"DP","P",1700,1930,"EM","2020-01-02T11:09:02Z"
1,"2020-01-03T00:00:00Z",35430,"4B","F",2100,2100,"","2020-01-02T11:09:02Z"
1,"2020-01-03T00:00:00Z",26288,"4C","F",2400,2400,"","2020-01-02T11:09:02Z"
1,"2020-01-04T00:00:00Z",25728,"1F","F",30,30,"","2020-01-03T08:30:00Z"
1,"2020-01-04T00:00:00Z",25771,"1A","P",100,230,"","2020-01-03T08:30:00Z"
1,"2020-01-04T00:00:00Z",23711,"03","F",300,300,"","2020-01-03T08:30:00Z"
1,"2020-01-04T00:00:00Z",22469,"4","F",400,400,"","2020-01-03T08:30:00Z"
